Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit
2420,Kids,Basketball,Zoom Freak,9,1,6110.030000000001,1.0,0.0,2024-04-11,Online,Hyderabad,0.0
2421,Women,Running,React Infinity,M,2,8136.39,0.0,16272.78,2025-03-10,Retail,Pune,6509.112000000001
2025,Kids,Training,Flex Trainer,11,1,4554.97,0.0,4554.97,2025-03-05,Retail,Hyderabad,1821.9880000000003
2427,Men,Running,Pegasus Turbo,7,1,2904.11,0.0,2904.11,2025-06-13,Online,Delhi,1161.644
2432,Women,Basketball,Zoom Freak,L,1,3036.61,0.86,425.12540000000007,2024-10-26,Online,Mumbai,170.05016000000003
2435,Kids,Lifestyle,Waffle One,XL,1,5853.58,0.0,5853.58,2024-04-01,Retail,Kolkata,2341.4320000000002
2438,Men,Training,Metcon 7,8,1,6110.030000000001,0.0,6110.030000000001,2024-11-24,Retail,Mumbai,2444.012
2444,Women,Lifestyle,Blazer Mid,XL,3,3676.04,0.0,11028.119999999999,2025-05-25,Retail,Pune,4411.248
2447,Kids,Lifestyle,Waffle One,XL,1,6110.030000000001,0.0,6110.030000000001,2024-05-04,Online,Kolkata,2444.012
2003,Women,Lifestyle,Waffle One,XL,2,8516.45,0.22,13285.662000000002,2023-09-30,Online,Kolkata,5314.264800000001
2451,Kids,Soccer,Premier III,UNKNOWN,2,6110.030000000001,0.54,5621.2276,2023-11-04,Online,Mumbai,2248.4910400000003
2456,Women,Soccer,Premier III,M,0,4254.68,0.0,0.0,2025-03-15,Retail,Kolkata,0.0
2458,Kids,Soccer,Phantom GT,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2023-12-20,Retail,Pune,2444.012
2459,Kids,Basketball,Air Jordan,M,1,3572.52,0.0,3572.52,2024-04-20,Retail,Kolkata,1429.008
2460,Women,Basketball,Zoom Freak,XL,2,5482.96,0.35,7127.848,2024-11-04,Online,Kolkata,2851.1392
2462,Men,Basketball,Zoom Freak,8,1,4468.7,0.49,2279.037,2025-01-23,Retail,Pune,911.6148
2464,Women,Lifestyle,Blazer Mid,XL,3,2699.59,0.0,8098.77,2024-06-30,Retail,Hyderabad,3239.5080000000003
2467,Kids,Training,SuperRep Go,M,1,8484.82,0.0,8484.82,2023-11-05,Online,Mumbai,3393.928
2469,Men,Training,Metcon 7,XL,4,6110.030000000001,1.0,0.0,2025-05-21,Retail,Mumbai,0.0
2475,Men,Running,Free RN,L,2,6110.030000000001,1.0,0.0,2025-01-07,Online,Bangalore,0.0
2487,Men,Running,Air Zoom,L,3,5881.13,0.8,3528.677999999999,2025-03-31,Online,Hyderabad,1411.4711999999997
2497,Kids,Basketball,Air Jordan,XL,1,6110.030000000001,0.0,6110.030000000001,2023-11-29,Online,Mumbai,2444.012
2499,Women,Soccer,Premier III,L,1,8347.87,0.0,8347.87,2024-06-07,Retail,Hyderabad,3339.1480000000006
2502,Women,Basketball,Kyrie Flytrap,M,0,6110.030000000001,0.0,0.0,2023-09-10,Retail,Mumbai,0.0
2507,Men,Soccer,Phantom GT,L,2,6110.030000000001,0.0,12220.060000000001,2024-03-13,Retail,Hyderabad,4888.024
2516,Kids,Running,React Infinity,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2024-01-21,Online,Pune,2444.012
2518,Women,Basketball,Air Jordan,L,1,6110.030000000001,1.0,0.0,2024-07-03,Retail,Delhi,0.0
2519,Women,Running,React Infinity,L,1,9701.72,0.0,9701.72,2024-11-10,Online,Hyderabad,3880.688
2522,Men,Running,Pegasus Turbo,XL,4,6243.91,0.0,24975.64,2024-02-13,Retail,Kolkata,9990.256000000001
2525,Women,Training,Metcon 7,XL,2,6110.030000000001,0.0,12220.060000000001,2025-02-18,Retail,Kolkata,4888.024
2526,Kids,Lifestyle,Waffle One,10,1,6110.030000000001,0.0,6110.030000000001,2024-08-01,Retail,Hyderabad,2444.012
2527,Men,Lifestyle,Air Force 1,XL,1,7408.91,0.0,7408.91,2024-03-18,Online,Delhi,2963.5640000000003
2533,Women,Training,Flex Trainer,L,1,6110.030000000001,1.0,0.0,2024-01-31,Online,Mumbai,0.0
2540,Women,Lifestyle,Air Force 1,L,1,8794.64,0.0,8794.64,2025-01-09,Online,Mumbai,3517.8559999999998
2550,Men,Soccer,Premier III,XL,1,6121.21,0.05,5815.1494999999995,2023-09-08,Online,Kolkata,2326.0598
2553,Kids,Basketball,Kyrie Flytrap,UNKNOWN,1,6708.16,0.0,6708.16,2025-02-24,Online,Delhi,2683.264
2561,Women,Soccer,Tiempo Legend,XL,1,3642.21,0.0,3642.21,2024-03-25,Online,Bangalore,1456.884
2562,Kids,Training,ZoomX Invincible,L,1,6110.030000000001,0.0,6110.030000000001,2024-12-21,Retail,Mumbai,2444.012
2563,Men,Soccer,Mercurial Superfly,M,2,9443.35,0.54,8687.882,2025-04-13,Retail,Kolkata,3475.1528
2564,Women,Basketball,LeBron 20,M,1,6110.030000000001,0.72,1710.8084000000003,2023-08-07,Online,Delhi,684.3233600000002
2565,Women,Lifestyle,Dunk Low,XL,4,3028.41,0.0,12113.64,2024-09-18,Online,Mumbai,4845.456
2571,Kids,Soccer,Phantom GT,6,1,4728.95,0.0,4728.95,2023-11-28,Retail,Mumbai,1891.58
2572,Men,Lifestyle,Waffle One,XL,1,2729.99,0.76,655.1976,2024-01-31,Retail,Pune,262.07904
2577,Women,Running,Air Zoom,L,1,5545.52,0.0,5545.52,2023-11-16,Retail,Mumbai,2218.208
2589,Men,Training,Metcon 7,M,3,6110.030000000001,0.0,18330.090000000004,2024-09-17,Online,Kolkata,7332.036000000002
2594,Women,Training,ZoomX Invincible,XL,3,7944.34,0.67,7864.896599999999,2024-02-23,Retail,Hyderabad,3145.95864
2595,Men,Basketball,LeBron 20,XL,0,6110.030000000001,0.0,0.0,2024-02-23,Retail,Delhi,0.0
2603,Women,Running,Air Zoom,L,0,6110.030000000001,0.0,0.0,2025-03-18,Online,Hyderabad,0.0
2047,Men,Soccer,Phantom GT,UNKNOWN,4,6136.45,0.0,24545.8,2024-12-17,Online,Kolkata,9818.32
2605,Kids,Lifestyle,Dunk Low,UNKNOWN,1,7206.45,0.0,7206.45,2025-02-01,Online,Bangalore,2882.58
2607,Women,Basketball,LeBron 20,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2023-08-31,Online,Kolkata,2444.012
2610,Women,Lifestyle,Blazer Mid,M,1,8359.07,0.0,8359.07,2025-05-06,Online,Bangalore,3343.628
2612,Women,Training,Flex Trainer,M,0,6110.030000000001,0.0,0.0,2023-08-10,Retail,Mumbai,0.0
2616,Men,Lifestyle,Waffle One,XL,1,6110.030000000001,0.2,4888.024,2024-06-07,Online,Kolkata,1955.2096000000001
2619,Kids,Lifestyle,Waffle One,L,4,6110.030000000001,0.65,8554.042000000001,2024-01-22,Online,Hyderabad,3421.6168000000007
2621,Kids,Soccer,Phantom GT,L,3,6466.57,0.59,7953.8811000000005,2024-05-19,Online,Bangalore,3181.5524400000004
2625,Kids,Training,Flex Trainer,M,1,6815.44,0.0,6815.44,2025-02-05,Online,Pune,2726.176
2627,Women,Basketball,LeBron 20,7,1,6110.030000000001,0.0,6110.030000000001,2023-12-31,Online,Delhi,2444.012
2632,Men,Running,Pegasus Turbo,L,1,7504.2,0.99,75.04200000000006,2024-03-10,Online,Pune,30.016800000000025
2635,Women,Running,React Infinity,M,1,3934.22,0.0,3934.22,2024-02-28,Online,Kolkata,1573.688
2638,Men,Soccer,Premier III,8,1,5028.99,0.0,5028.99,2024-01-22,Online,Pune,2011.596
2639,Men,Lifestyle,Blazer Mid,XL,1,2597.93,0.0,2597.93,2025-06-25,Retail,Pune,1039.172
2648,Men,Running,React Infinity,L,1,3477.49,0.54,1599.6453999999999,2025-03-06,Retail,Delhi,639.85816
2650,Men,Lifestyle,Blazer Mid,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2023-08-14,Retail,Bangalore,2444.012
2651,Kids,Basketball,Air Jordan,L,1,6110.030000000001,0.0,6110.030000000001,2024-10-27,Online,Kolkata,2444.012
2654,Kids,Soccer,Tiempo Legend,M,1,6110.030000000001,0.0,6110.030000000001,2024-07-21,Online,Bangalore,2444.012
2658,Women,Lifestyle,Dunk Low,L,1,6110.030000000001,0.0,6110.030000000001,2025-04-26,Online,Delhi,2444.012
2027,Men,Soccer,Premier III,12,4,7204.01,0.0,28816.04,2025-06-15,Retail,Delhi,11526.416000000001
2679,Men,Training,Flex Trainer,M,1,2758.08,0.04,2647.7567999999997,2024-07-05,Online,Bangalore,1059.1027199999999
2031,Women,Soccer,Phantom GT,L,1,6110.030000000001,0.0,6110.030000000001,2024-07-12,Online,Mumbai,2444.012
2692,Women,Training,Metcon 7,XL,1,6110.030000000001,0.47,3238.3159000000005,2024-06-02,Online,Bangalore,1295.3263600000002
2703,Kids,Running,Pegasus Turbo,L,1,5214.32,0.0,5214.32,2025-06-24,Online,Kolkata,2085.728
2705,Men,Running,Pegasus Turbo,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2024-01-07,Retail,Pune,2444.012
2715,Kids,Basketball,LeBron 20,L,0,6110.030000000001,1.0,0.0,2025-06-13,Online,Kolkata,0.0
2719,Women,Training,Metcon 7,UNKNOWN,1,4819.76,0.0,4819.76,2024-03-22,Retail,Kolkata,1927.9040000000002
2721,Kids,Training,Flex Trainer,L,0,6110.030000000001,0.0,0.0,2023-11-11,Online,Bangalore,0.0
2724,Women,Training,Flex Trainer,L,1,8007.22,0.0,8007.22,2025-01-16,Online,Delhi,3202.8880000000004
2732,Women,Training,SuperRep Go,M,0,3402.8,0.0,0.0,2025-03-01,Online,Hyderabad,0.0
2733,Women,Running,Free RN,L,1,6743.38,0.0,6743.38,2024-11-22,Online,Pune,2697.3520000000003
2736,Men,Soccer,Tiempo Legend,UNKNOWN,1,6110.030000000001,0.49,3116.1153000000004,2025-02-22,Retail,Delhi,1246.4461200000003
2738,Women,Training,ZoomX Invincible,M,3,6110.030000000001,0.39,11181.354900000002,2025-05-11,Retail,Pune,4472.541960000001
2741,Women,Training,SuperRep Go,L,1,5241.9,0.0,5241.9,2025-01-15,Online,Hyderabad,2096.7599999999998
2754,Kids,Training,ZoomX Invincible,XL,1,6110.030000000001,0.0,6110.030000000001,2025-01-03,Online,Kolkata,2444.012
2756,Women,Lifestyle,Waffle One,UNKNOWN,1,8510.85,1.0,0.0,2023-09-21,Retail,Bangalore,0.0
2759,Kids,Soccer,Premier III,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2024-01-26,Retail,Delhi,2444.012
2771,Men,Running,Pegasus Turbo,M,1,5222.92,0.0,5222.92,2025-05-26,Online,Delhi,2089.168
2776,Men,Training,Flex Trainer,L,1,6110.030000000001,0.0,6110.030000000001,2025-03-17,Retail,Mumbai,2444.012
2779,Kids,Basketball,Kyrie Flytrap,UNKNOWN,1,6110.030000000001,0.09,5560.127300000001,2024-12-06,Online,Bangalore,2224.0509200000006
2781,Men,Training,Metcon 7,12,1,6546.59,0.68,2094.9087999999997,2023-09-03,Retail,Bangalore,837.9635199999999
2788,Women,Soccer,Mercurial Superfly,M,1,7478.84,0.0,7478.84,2024-01-04,Retail,Hyderabad,2991.536
2789,Kids,Lifestyle,Dunk Low,M,1,6110.030000000001,0.0,6110.030000000001,2024-01-15,Retail,Kolkata,2444.012
2791,Kids,Training,Metcon 7,M,1,6110.030000000001,0.0,6110.030000000001,2024-05-29,Retail,Delhi,2444.012
2796,Men,Lifestyle,Dunk Low,12,1,2849.49,0.0,2849.49,2023-11-08,Retail,Mumbai,1139.796
2797,Women,Lifestyle,Dunk Low,UNKNOWN,1,2162.29,0.0,2162.29,2025-03-30,Retail,Delhi,864.916
2801,Women,Running,React Infinity,8,2,6110.030000000001,0.0,12220.060000000001,2024-02-13,Retail,Mumbai,4888.024
2802,Men,Running,Free RN,L,3,6110.030000000001,0.0,18330.090000000004,2024-01-19,Online,Kolkata,7332.036000000002
2803,Women,Soccer,Mercurial Superfly,XL,0,6110.030000000001,0.0,0.0,2023-11-02,Online,Hyderabad,0.0
2805,Women,Running,Pegasus Turbo,L,1,6110.030000000001,0.82,1099.8054000000004,2023-08-28,Online,Pune,439.9221600000002
2806,Kids,Basketball,Kyrie Flytrap,7,3,4466.78,0.0,13400.34,2024-02-10,Online,Bangalore,5360.136
2819,Kids,Soccer,Premier III,9,1,7645.41,0.0,7645.41,2025-01-20,Retail,Bangalore,3058.164
2829,Men,Basketball,LeBron 20,XL,1,6110.030000000001,0.0,6110.030000000001,2024-07-17,Online,Kolkata,2444.012
2832,Kids,Basketball,Kyrie Flytrap,UNKNOWN,0,6110.030000000001,0.15,0.0,2024-05-17,Retail,Hyderabad,0.0
2834,Kids,Training,Flex Trainer,M,1,9544.08,0.0,9544.08,2024-09-05,Retail,Kolkata,3817.632
2835,Women,Lifestyle,Air Force 1,UNKNOWN,1,9240.64,0.63,3419.0368,2024-10-07,Retail,Pune,1367.61472
2836,Men,Basketball,Kyrie Flytrap,L,0,9098.9,0.75,0.0,2025-07-22,Retail,Delhi,0.0
2050,Women,Lifestyle,Blazer Mid,L,1,6110.030000000001,0.0,6110.030000000001,2024-11-28,Online,Kolkata,2444.012
2842,Women,Soccer,Phantom GT,M,1,6110.030000000001,0.0,6110.030000000001,2025-01-19,Online,Bangalore,2444.012
2845,Men,Training,ZoomX Invincible,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2023-10-31,Retail,Pune,2444.012
2008,Men,Running,Air Zoom,XL,1,6110.030000000001,0.0,6110.030000000001,2024-07-25,Retail,Mumbai,2444.012
2850,Kids,Lifestyle,Waffle One,XL,2,6110.030000000001,0.0,12220.060000000001,2024-11-10,Retail,Pune,4888.024
2851,Kids,Lifestyle,Blazer Mid,XL,1,2241.11,0.0,2241.11,2024-12-28,Online,Mumbai,896.4440000000001
2854,Women,Basketball,LeBron 20,UNKNOWN,1,6110.030000000001,0.98,122.20060000000012,2023-11-07,Online,Pune,48.88024000000005
2856,Kids,Basketball,Kyrie Flytrap,M,1,6110.030000000001,1.0,0.0,2023-10-12,Online,Kolkata,0.0
2863,Women,Training,Metcon 7,6,1,8609.77,0.0,8609.77,2024-11-23,Retail,Pune,3443.9080000000004
2867,Men,Soccer,Mercurial Superfly,11,1,9936.58,0.0,9936.58,2025-02-20,Online,Hyderabad,3974.632
2872,Men,Basketball,Kyrie Flytrap,M,1,3953.13,0.0,3953.13,2024-01-08,Online,Kolkata,1581.2520000000002
2874,Women,Soccer,Mercurial Superfly,L,1,6110.030000000001,0.01,6048.929700000001,2024-03-04,Retail,Delhi,2419.5718800000004
2877,Women,Basketball,Kyrie Flytrap,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2024-12-08,Retail,Kolkata,2444.012
2887,Women,Lifestyle,Waffle One,L,1,9292.33,0.0,9292.33,2024-02-25,Online,Hyderabad,3716.9320000000002
2892,Women,Running,Free RN,M,4,6110.030000000001,0.0,24440.120000000003,2024-11-24,Online,Bangalore,9776.048
2893,Women,Running,React Infinity,10,1,6110.030000000001,0.61,2382.9117,2025-04-01,Retail,Delhi,953.1646800000001
2899,Men,Basketball,LeBron 20,L,3,6531.36,0.0,19594.079999999998,2025-05-17,Online,Mumbai,7837.632
2006,Men,Lifestyle,Waffle One,XL,2,6110.030000000001,0.0,12220.060000000001,2023-09-26,Retail,Mumbai,4888.024
